Row_No,Timestamp [ns],static_inv_entropy,static_pose_chi2_error,static_culled_keyframes,norm_static_inv_entropy,norm_static_pose_chi2_error,norm_static_culled_keyframes,scaled_norm_static_inv_entropy,scaled_norm_static_pose_chi2_error,scaled_norm_static_culled_keyframes,combined_value,theta_p_raw,theta_p,sigma_p
43,1403638522177829376,0.046915531158447155,0.468766738,-1.0,0.05423760827566145,0.13692232721804512,-0.4630666666666667,0.05423760827566145,0.13692232721804512,-0.4630666666666667,0.13692232721804512,0.08539872343213135,0.0,1.0
44,1403638522227829504,0.04771590232849121,0.566228987,-1.0,0.05516289286530776,0.16623428180451127,-0.4630666666666667,0.05516289286530776,0.16623428180451127,-0.4630666666666667,0.16623428180451127,0.10525032502045868,0.0,1.0
45,1403638522277829376,0.04510152339935303,0.681752423,-1.0,0.05214048947902084,0.2009781723308271,-0.4630666666666667,0.05214048947902084,0.2009781723308271,-0.4630666666666667,0.2009781723308271,0.12954690050186182,0.0,1.0
46,1403638522327829504,0.05143111944198597,0.6673698,-1.0,0.05945794155142887,0.19665257142857143,-0.4630666666666667,0.05945794155142887,0.19665257142857143,-0.4630666666666667,0.19665257142857143,0.12647578035248266,0.0,1.0
47,1403638522377829376,0.05767536163330078,0.550984305,-1.0,0.06667671865121477,0.16164941503759397,-0.4630666666666667,0.06667671865121477,0.16164941503759397,-0.4630666666666667,0.16164941503759397,0.1021066927151188,0.0,1.0
48,1403638522427829504,0.06396710872650158,0.693115917,-1.0,0.07395041471271858,0.2043957645112782,-0.4630666666666667,0.07395041471271858,0.2043957645112782,-0.4630666666666667,0.2043957645112782,0.13198275803155513,0.0,1.0
49,1403638522477829376,0.06885528564453125,0.728969336,-1.0,0.07960148629425579,0.21517874766917294,-0.4630666666666667,0.07960148629425579,0.21517874766917294,-0.4630666666666667,0.21517874766917294,0.13972302751637314,0.0,1.0
50,1403638522527829504,0.07376456260681163,0.747854996,-1.0,0.08527695099053369,0.22085864541353384,-0.4630666666666667,0.08527695099053369,0.22085864541353384,-0.4630666666666667,0.22085864541353384,0.1438338717455106,0.0,1.0
51,1403638522577829376,0.07861995697021484,0.630635106,-1.0,0.09089012366498826,0.18560454315789474,-0.4630666666666667,0.09089012366498826,0.18560454315789474,-0.4630666666666667,0.18560454315789474,0.11869185493390431,0.0,1.0
52,1403638522627829504,0.07868707180023204,0.807200498,-1.0,0.09096771306385208,0.23870691669172933,-0.4630666666666667,0.09096771306385208,0.23870691669172933,-0.4630666666666667,0.23870691669172933,0.15690463412137334,0.008123098966321587,1.804186797665837
53,1403638522677829376,0.07767480611801159,0.727637284,-1.0,0.08979746372024461,0.2147781305263158,-0.4630666666666667,0.08979746372024461,0.2147781305263158,-0.4630666666666667,0.2147781305263158,0.13943396013732254,0.0,1.0
54,1403638522727829504,0.08067214488983165,0.767056744,-1.0,0.0932625952483603,0.22663360721804512,-0.4630666666666667,0.0932625952483603,0.22663360721804512,-0.4630666666666667,0.22663360721804512,0.14803752640415332,0.0,1.0
55,1403638522777829376,0.09372699260711681,0.595237834,0.0,0.10835490474811192,0.17495874706766917,-0.12973333333333334,0.10835490474811192,0.17495874706766917,-0.12973333333333334,0.17495874706766917,0.11127224420331584,0.0,1.0
56,1403638522827829504,0.09957760572433472,0.631969144,0.0,0.11511861933449101,0.18600575759398497,-0.12973333333333334,0.11511861933449101,0.18600575759398497,-0.12973333333333334,0.18600575759398497,0.11897302967772572,0.0,1.0
57,1403638522877829376,0.10758841037750244,0.556757467,0.0,0.1243796651763034,0.16338570436090225,-0.12973333333333334,0.1243796651763034,0.16338570436090225,-0.12973333333333334,0.16338570436090225,0.10329549116844484,0.0,1.0
58,1403638522927829504,0.12755978107452393,0.635207615,0.0,0.14746795499944962,0.18697973383458646,-0.12973333333333334,0.14746795499944962,0.18697973383458646,-0.12973333333333334,0.18697973383458646,0.11965607064581944,0.0,1.0
59,1403638522977829376,0.13678127527236938,0.689107317,0.0,0.158128641933375,0.2031901705263158,-0.12973333333333334,0.158128641933375,0.2031901705263158,-0.12973333333333334,0.2031901705263158,0.13112253144135688,0.0,1.0
60,1403638523027829504,0.13910603523254395,0.71422637,0.0,0.16081622570236295,0.21074477293233082,-0.12973333333333334,0.16081622570236295,0.21074477293233082,-0.12973333333333334,0.21074477293233082,0.13653011300874468,0.0,1.0
61,1403638523077829376,0.14258944988250732,0.836146644,0.0,0.16484329466185818,0.2474125245112782,-0.12973333333333334,0.16484329466185818,0.2474125245112782,-0.12973333333333334,0.2474125245112782,0.16336512575240258,0.015723677355767754,2.556644058221008
62,1403638523127829504,0.14240270853042603,0.825902737,0.0,0.16462740870569484,0.2443316502255639,-0.12973333333333334,0.16462740870569484,0.2443316502255639,-0.12973333333333334,0.2443316502255639,0.16107235494905728,0.013026299940067394,2.289603694066672
63,1403638523177829376,0.14249151945114136,0.818659739,0.0,0.16473008029033684,0.242153304962406,-0.12973333333333334,0.16473008029033684,0.242153304962406,-0.12973333333333334,0.242153304962406,0.15945549921931831,0.011124116728609789,2.101287556132369
64,1403638523227829504,0.16173917055130005,1.050729508,0.0,0.18698170005930642,0.31194872421052633,-0.12973333333333334,0.18698170005930642,0.31194872421052633,-0.12973333333333334,0.31194872421052633,0.2130527356465598,0.07417968899595272,8.343789210599319
65,1403638523277829376,0.16240739822387695,0.977455785,0.0,0.18775421759985775,0.28991151428571427,-0.12973333333333334,0.18775421759985775,0.28991151428571427,-0.12973333333333334,0.28991151428571427,0.19572414312149158,0.05379310955469599,6.325517845914903
66,1403638523327829504,0.16460901498794556,0.950299005,0.0,0.1902994392924226,0.28174406165413535,-0.12973333333333334,0.1902994392924226,0.28174406165413535,-0.12973333333333334,0.28174406165413535,0.1893981769478178,0.04635079640919742,5.588728844510545
67,1403638523377829376,0.17128276824951172,0.959999418,0.0,0.19801476098209447,0.28466147909774436,-0.12973333333333334,0.19801476098209447,0.28466147909774436,-0.12973333333333334,0.28466147909774436,0.19165188539509273,0.04900221811187381,5.851219593075507
68,1403638523427829504,0.1750991940498352,0.858976067,0.0,0.20242681393044532,0.2542785163909774,-0.12973333333333334,0.20242681393044532,0.2542785163909774,-0.12973333333333334,0.2542785163909774,0.16850024539443015,0.021764994581682535,3.154734463586571
69,1403638523477829376,0.17492127418518066,0.956948265,0.0,0.2022211262256424,0.28374383909774437,-0.12973333333333334,0.2022211262256424,0.28374383909774437,-0.12973333333333334,0.28374383909774437,0.19094229847615046,0.04816740997194173,5.768573587222232
70,1403638523527829504,0.10992670059204102,0.602290719,0.0,0.12708289085785088,0.1770799154887218,-0.12973333333333334,0.12708289085785088,0.1770799154887218,-0.12973333333333334,0.1770799154887218,0.11274430267628961,0.0,1.0
71,1403638523577829376,0.10113149881362915,0.675844666,0.0,0.1169150275302071,0.19920140330827069,-0.12973333333333334,0.1169150275302071,0.19920140330827069,-0.12973333333333334,0.19920140330827069,0.1282838098399359,0.0,1.0
72,1403638523627829504,0.09212630987167358,0.646839643,0.0,0.10650440447592321,0.19047808812030073,-0.12973333333333334,0.10650440447592321,0.19047808812030073,-0.12973333333333334,0.19047808812030073,0.12211492915140831,0.0,1.0
73,1403638523677829376,0.09032344818115245,0.576233751,0.0,0.1044201713076907,0.16924323338345865,-0.12973333333333334,0.1044201713076907,0.16924323338345865,-0.12973333333333334,0.16924323338345865,0.1073212720102732,0.0,1.0
74,1403638523727829504,0.09014910459518444,0.665730009,0.0,0.10421861802911496,0.19615940120300754,-0.12973333333333334,0.10421861802911496,0.19615940120300754,-0.12973333333333334,0.19615940120300754,0.1261264788191958,0.0,1.0
75,1403638523777829376,0.09309619665145885,0.496446214,0.0,0.10762566086873855,0.14524698165413533,-0.12973333333333334,0.10762566086873855,0.14524698165413533,-0.12973333333333334,0.14524698165413533,0.09097758208593656,0.0,1.0
76,1403638523827829504,0.07993686199188244,0.616451186,0.0,0.09241255721604906,0.18133870255639098,-0.12973333333333334,0.09241255721604906,0.18133870255639098,-0.12973333333333334,0.18133870255639098,0.11570928065092585,0.0,1.0
77,1403638523877829376,0.07560402154922485,0.717510465,0.0,0.08740349312049116,0.21173247067669174,-0.12973333333333334,0.08740349312049116,0.21173247067669174,-0.12973333333333334,0.21173247067669174,0.1372401311579872,0.0,1.0
78,1403638523927829504,0.07069784402847279,0.582638055,0.0,0.08173161159361016,0.17116933984962407,-0.12973333333333334,0.08173161159361016,0.17116933984962407,-0.12973333333333334,0.17116933984962407,0.10865021273431738,0.0,1.0
79,1403638523977829376,0.06758242845535278,0.56845522,0.0,0.07812997509289339,0.16690382556390979,-0.12973333333333334,0.07812997509289339,0.16690382556390979,-0.12973333333333334,0.16690382556390979,0.10571060766344108,0.0,1.0
80,1403638524027829504,0.066220223903656,0.498973014,0.0,0.07655517214295492,0.14600692150375938,-0.12973333333333334,0.07655517214295492,0.14600692150375938,-0.12973333333333334,0.14600692150375938,0.09148918123475817,0.0,1.0
81,1403638524077829376,0.06712722778320324,0.568753606,0.0,0.07760373154127542,0.16699356571428572,-0.12973333333333334,0.07760373154127542,0.16699356571428572,-0.12973333333333334,0.16699356571428572,0.10577232359561597,0.0,1.0
82,1403638524127829504,0.05660402774810802,0.515181265,0.0,0.06543818236775494,0.15088158345864663,-0.12973333333333334,0.06543818236775494,0.15088158345864663,-0.12973333333333334,0.15088158345864663,0.09478011435396592,0.0,1.0
83,1403638524177829376,0.055811047554016,0.637648239,0.0,0.06452144225897803,0.18771375609022556,-0.12973333333333334,0.06452144225897803,0.18771375609022556,-0.12973333333333334,0.18771375609022556,0.12017127378195336,0.0,1.0
84,1403638524227829504,0.0550382137298584,0.550605787,0.0,0.06362799275128139,0.16153557503759397,-0.12973333333333334,0.06362799275128139,0.16153557503759397,-0.12973333333333334,0.16153557503759397,0.10202882109344698,0.0,1.0
85,1403638524277829376,0.057080328464507946,0.620404054,0.0,0.06598881903411323,0.18252753503759397,-0.12973333333333334,0.06598881903411323,0.18252753503759397,-0.12973333333333334,0.18252753503759397,0.11653920563771476,0.0,1.0
86,1403638524327829504,0.06314736604690563,0.570022656,0.0,0.07300273531434177,0.16737523488721806,-0.12973333333333334,0.07300273531434177,0.16737523488721806,-0.12973333333333334,0.16737523488721806,0.10603486629829956,0.0,1.0
87,1403638524377829376,0.06206631660461437,0.374061713,0.0,0.07175296717296459,0.10843961293233083,-0.12973333333333334,0.07175296717296459,0.10843961293233083,-0.12973333333333334,0.10843961293233083,0.06665821691848968,0.0,1.0
88,1403638524427829504,0.07550203800201416,0.488150429,0.0,0.08728559306591233,0.1427520087218045,-0.12973333333333334,0.08728559306591233,0.1427520087218045,-0.12973333333333334,0.1427520087218045,0.08930067214263807,0.0,1.0
89,1403638524477829376,0.07952278852462757,0.489215284,0.0,0.09193385956604344,0.14307226586466162,-0.12973333333333334,0.09193385956604344,0.14307226586466162,-0.12973333333333334,0.14307226586466162,0.08951568794644085,0.0,1.0
90,1403638524527829504,0.08642327785491943,0.435631154,0.0,0.09991130387851958,0.1269567380451128,-0.12973333333333334,0.09991130387851958,0.1269567380451128,-0.12973333333333334,0.1269567380451128,0.0787809637756508,0.0,1.0
91,1403638524577829376,0.11219418048858643,0.59663974,0.0,0.1297042549000999,0.17538037293233083,-0.12973333333333334,0.1297042549000999,0.17538037293233083,-0.12973333333333334,0.17538037293233083,0.11156459751926648,0.0,1.0
92,1403638524627829504,0.12047433853149414,0.636744884,0.0,0.13927669194392386,0.18744207037593985,-0.12973333333333334,0.13927669194392386,0.18744207037593985,-0.12973333333333334,0.18744207037593985,0.11998053611781832,0.0,1.0
93,1403638524677829376,0.12690496444702148,0.588122845,0.0,0.14671094155725029,0.1728189007518797,-0.12973333333333334,0.14671094155725029,0.1728189007518797,-0.12973333333333334,0.1728189007518797,0.10979038403139875,0.0,1.0
94,1403638524727829504,0.13659119606018066,0.625645022,0.0,0.15790889717939963,0.1841037660150376,-0.12973333333333334,0.15790889717939963,0.1841037660150376,-0.12973333333333334,0.1841037660150376,0.11764109624616352,0.0,1.0
95,1403638524777829376,0.13877427577972412,0.793548204,0.0,0.16043268876268685,0.23460096360902258,-0.12973333333333334,0.16043268876268685,0.23460096360902258,-0.12973333333333334,0.23460096360902258,0.15387704183100304,0.004561225683532991,1.4515613426697662
96,1403638524827829504,0.13990479707717896,0.772556614,0.0,0.16173964980020689,0.2282877034586466,-0.12973333333333334,0.16173964980020689,0.2282877034586466,-0.12973333333333334,0.2282877034586466,0.14924603942587508,0.0,1.0
97,1403638524877829376,0.15302884578704834,0.765846529,0.0,0.17691196044745472,0.22626963278195492,-0.12973333333333334,0.17691196044745472,0.22626963278195492,-0.12973333333333334,0.22626963278195492,0.14777186823458374,0.0,1.0
98,1403638524927829504,0.15117883682250977,0.889537368,0.0,0.1747732217601269,0.26346988511278197,-0.12973333333333334,0.1747732217601269,0.26346988511278197,-0.12973333333333334,0.26346988511278197,0.17542995374639603,0.029917592642818864,3.9618416716390676
99,1403638524977829376,0.15020889043807983,0.895456362,0.0,0.1736518964602079,0.2652500336842105,-0.12973333333333334,0.1736518964602079,0.2652500336842105,-0.12973333333333334,0.2652500336842105,0.17677945092764955,0.03150523638547006,4.119018402161536
100,1403638525027829504,0.13659167289733887,0.869029953,0.0,0.1579094484362299,0.2573022415037594,-0.12973333333333334,0.1579094484362299,0.2573022415037594,-0.12973333333333334,0.2573022415037594,0.17077291563502522,0.024438724276500273,3.419433703373527
101,1403638525077829376,0.1385887861251831,0.773925699,0.0,0.16021824985570302,0.22869945834586466,-0.12973333333333334,0.16021824985570302,0.22869945834586466,-0.12973333333333334,0.22869945834586466,0.149547185960331,0.0,1.0
102,1403638525127829504,0.14089679718017578,0.884169936,0.0,0.1628864707285269,0.2618556198496241,-0.12973333333333334,0.1628864707285269,0.2618556198496241,-0.12973333333333334,0.2618556198496241,0.17420828479824343,0.02848033505675699,3.819553170618942
103,1403638525177829376,0.15783816576004028,0.823684898,0.0,0.1824718679306824,0.24366463097744362,-0.12973333333333334,0.1824718679306824,0.24366463097744362,-0.12973333333333334,0.24366463097744362,0.16057689218249763,0.012443402567644275,2.2318968541967834
104,1403638525227829504,0.16106057167053223,0.820403444,0.0,0.18619719268269622,0.242677727518797,-0.12973333333333334,0.18619719268269622,0.242677727518797,-0.12973333333333334,0.242677727518797,0.15984442496402912,0.01158167642826956,2.1465859663986864
105,1403638525277829376,0.1651540994644165,0.701428521,0.0,0.19092959475655089,0.20689579578947367,-0.12973333333333334,0.19092959475655089,0.20689579578947367,-0.12973333333333334,0.20689579578947367,0.1337699120648294,0.0,1.0
106,1403638525327829504,0.1292296051979065,0.608512382,0.0,0.14939838751203063,0.17895109233082707,-0.12973333333333334,0.14939838751203063,0.17895109233082707,-0.12973333333333334,0.17895109233082707,0.11404546551431341,0.0,1.0
107,1403638525377829376,0.12369215488433838,0.607400127,0.0,0.1429967108489461,0.1786165795488722,-0.12973333333333334,0.1429967108489461,0.1786165795488722,-0.12973333333333334,0.1786165795488722,0.1138126761388087,0.0,1.0
108,1403638525427829504,0.11615347862243652,0.594950034,0.0,0.1342814781762272,0.17487219067669174,-0.12973333333333334,0.1342814781762272,0.17487219067669174,-0.12973333333333334,0.17487219067669174,0.11121224167290078,0.0,1.0
109,1403638525477829376,0.10109645128250122,0.564835635,0.0,0.11687451015318061,0.16581522857142858,-0.12973333333333334,0.11687451015318061,0.16581522857142858,-0.12973333333333334,0.16581522857142858,0.10496240064291745,0.0,1.0
110,1403638525527829504,0.1014021635055542,0.38274429,0.0,0.11722793468850197,0.11105091428571427,-0.12973333333333334,0.11722793468850197,0.11105091428571427,-0.12973333333333334,0.11722793468850197,0.07238375139991828,0.0,1.0
111,1403638525577829376,0.10422325134277344,0.42305147,0.0,0.12048930791072074,0.12317337443609021,-0.12973333333333334,0.12048930791072074,0.12317337443609021,-0.12973333333333334,0.12317337443609021,0.0762858002818109,0.0,1.0
112,1403638525627829504,0.07673692703247081,0.371614342,0.0,0.0887132104421628,0.10770356150375938,-0.12973333333333334,0.0887132104421628,0.10770356150375938,-0.12973333333333334,0.10770356150375938,0.06618096391913712,0.0,1.0
113,1403638525677829376,0.08034849166870117,0.423051359,0.0,0.09288842967479904,0.12317334105263157,-0.12973333333333334,0.09288842967479904,0.12317334105263157,-0.12973333333333334,0.12317334105263157,0.07628577830673214,0.0,1.0
114,1403638525727829504,0.08146011829376221,0.446955445,0.0,0.09417354716041874,0.13036253984962407,-0.12973333333333334,0.09417354716041874,0.13036253984962407,-0.12973333333333334,0.13036253984962407,0.08103521002163663,0.0,1.0
115,1403638525777829376,0.06814736127853405,0.395018483,0.0,0.07878307662258272,0.11474240090225563,-0.12973333333333334,0.07878307662258272,0.11474240090225563,-0.12973333333333334,0.11474240090225563,0.07075933597849943,0.0,1.0
116,1403638525827829504,0.06694686412811279,0.518582562,0.0,0.0773952186452171,0.15190452992481202,-0.12973333333333334,0.0773952186452171,0.15190452992481202,-0.12973333333333334,0.15190452992481202,0.09547275455921539,0.0,1.0
117,1403638525877829376,0.0659952163696288,0.555486583,0.0,0.07629504782616046,0.16300348360902256,-0.12973333333333334,0.07629504782616046,0.16300348360902256,-0.12973333333333334,0.16300348360902256,0.10303361596392563,0.0,1.0
118,1403638525927829504,0.06436729431152344,0.567708926,0.0,0.07441305700754154,0.1666793762406015,-0.12973333333333334,0.07441305700754154,0.1666793762406015,-0.12973333333333334,0.1666793762406015,0.10555627403173401,0.0,1.0
119,1403638525977829376,0.06335943937301636,0.581298982,0.0,0.07324790678961429,0.17076661112781955,-0.12973333333333334,0.07324790678961429,0.17076661112781955,-0.12973333333333334,0.17076661112781955,0.10837213343676004,0.0,1.0
120,1403638526027829504,0.0630176067352296,0.566404385,0.0,0.07285272454939838,0.1662870330827068,-0.12973333333333334,0.07285272454939838,0.1662870330827068,-0.12973333333333334,0.1662870330827068,0.10528657808099055,0.0,1.0
121,1403638526077829376,0.06313532590866078,0.626374374,0.0,0.07298881607937663,0.18432311999999998,-0.12973333333333334,0.07298881607937663,0.18432311999999998,-0.12973333333333334,0.18432311999999998,0.11779457703192298,0.0,1.0
