Satir_No,Timestamp [ns],static_inv_entropy,static_pose_chi2_error,static_culled_keyframes,norm_static_inv_entropy,norm_static_pose_chi2_error,norm_static_culled_keyframes,scaled_norm_static_inv_entropy,scaled_norm_static_pose_chi2_error,scaled_norm_static_culled_keyframes,combined_value,theta_p_raw,theta_p,sigma_p
50,1403637135488318976,0.02901560068130482,1.712643007,0.0,-0.5444906350505146,0.33462947578947366,0.0,-0.5444906350505146,0.33462947578947366,0.0,0.33462947578947366,0.2312906438461147,0.039113304807643356,4.872217175956692
51,1403637135538319104,0.034525275230407604,1.376986613,0.0,-0.5381210690977947,0.23368018436090224,0.0,-0.5381210690977947,0.23368018436090224,0.0,0.23368018436090224,0.15319979481489684,0.0,1.0
52,1403637135588318976,0.04224514961242676,1.454043766,0.0,-0.5291963588295644,0.2568552679699248,0.0,-0.5291963588295644,0.2568552679699248,0.0,0.2568552679699248,0.17043653165912945,0.0,1.0
53,1403637135638319104,0.05122971534729004,1.4085769,0.0,-0.5188095776331907,0.24318102255639096,0.0,-0.5188095776331907,0.24318102255639096,0.0,0.24318102255639096,0.16021787382806008,0.0,1.0
54,1403637135688318976,0.06851065158844005,1.196338745,0.0,-0.498831616660763,0.17934999849624061,0.0,-0.498831616660763,0.17934999849624061,0.0,0.17934999849624061,0.11432316843516295,0.0,1.0
55,1403637135738319104,0.07682192325592041,1.233619498,0.0,-0.4892232101087625,0.19056225503759397,0.0,-0.4892232101087625,0.19056225503759397,0.0,0.19056225503759397,0.12217419286789136,0.0,1.0
56,1403637135788318976,0.08338940143585205,1.441316115,0.0,-0.48163074978514214,0.2530274030075188,0.0,-0.48163074978514214,0.2530274030075188,0.0,0.2530274030075188,0.16756190074564797,0.0,1.0
57,1403637135838319104,0.10081762075424194,1.373006673,0.0,-0.4614825193592579,0.232483209924812,0.0,-0.4614825193592579,0.232483209924812,0.0,0.232483209924812,0.15232033378755402,0.0,1.0
58,1403637135888318976,0.1016504168510437,1.376023567,0.0,-0.46051974930515177,0.23339054646616542,0.0,-0.46051974930515177,0.23339054646616542,0.0,0.23339054646616542,0.1529868906747309,0.0,1.0
59,1403637135938319104,0.10161042213439941,1.458987498,0.0,-0.4605659859717926,0.25834210466165414,0.0,-0.4605659859717926,0.25834210466165414,0.0,0.25834210466165414,0.17155607935556585,0.0,1.0
60,1403637135988318976,0.10890519618988037,1.399761261,0.0,-0.45213272116776837,0.240529702556391,0.0,-0.45213272116776837,0.240529702556391,0.0,0.240529702556391,0.1582526848160221,0.0,1.0
61,1403637136038319104,0.11012697219848633,1.434809397,0.0,-0.45072026335435106,0.25107049533834586,0.0,-0.45072026335435106,0.25107049533834586,0.0,0.25107049533834586,0.16609655713476632,0.0,1.0
62,1403637136088318976,0.11389327049255371,1.210784267,0.0,-0.4463661612802847,0.18369451639097742,0.0,-0.4463661612802847,0.18369451639097742,0.0,0.18369451639097742,0.11735483650309408,0.0,1.0
63,1403637136138319104,0.06672275066375721,1.187119763,0.0,-0.5008985541459454,0.1765773723308271,0.0,-0.5008985541459454,0.1765773723308271,0.0,0.1765773723308271,0.11239526309736868,0.0,1.0
64,1403637136188318976,0.05593883991241455,1.22786322,0.0,-0.5133655029914282,0.18883104360902253,0.0,-0.5133655029914282,0.18883104360902253,0.0,0.18883104360902253,0.12095621337703436,0.0,1.0
65,1403637136238319104,0.045881688594818004,1.351949446,0.0,-0.5249922675204416,0.2261502093233083,0.0,-0.5249922675204416,0.2261502093233083,0.0,0.2261502093233083,0.1476847243394186,0.0,1.0
66,1403637136288318976,0.05081063508987438,1.463879421,0.0,-0.519294063479914,0.25981335969924807,0.0,-0.519294063479914,0.25981335969924807,0.0,0.25981335969924807,0.1726655342086859,0.0,1.0
67,1403637136338319104,0.04371517896652222,1.638275623,0.0,-0.5274969029288761,0.3122633452631579,0.0,-0.5274969029288761,0.3122633452631579,0.0,0.3122633452631579,0.21330290799931806,0.01662863499914756,2.646234864915608
68,1403637136388318976,0.03891795873641957,1.66708261,0.0,-0.5330428222700352,0.32092710075187963,0.0,-0.5330428222700352,0.32092710075187963,0.0,0.32092710075187963,0.22022294961679134,0.025278687020989163,3.502590015077927
69,1403637136438319104,0.03056490421295155,1.777460345,0.0,-0.5426995327017902,0.3541234120300752,0.0,-0.5426995327017902,0.3541234120300752,0.0,0.3541234120300752,0.2472999610554132,0.05912495131926647,6.853370180607381
70,1403637136488318976,0.027847349643707164,1.48029843,0.0,-0.5458412142847316,0.26475140751879694,0.0,-0.5458412142847316,0.26475140751879694,0.0,0.26475140751879694,0.17640120956256083,0.0,1.0
71,1403637136538319104,0.028398633003234752,1.262545296,0.0,-0.5452038924818096,0.19926174315789477,0.0,-0.5452038924818096,0.19926174315789477,0.0,0.19926174315789477,0.1283266681457269,0.0,1.0
72,1403637136588318976,0.03030979633331299,1.225288263,0.0,-0.5429944551059965,0.1880566204511278,0.0,-0.5429944551059965,0.1880566204511278,0.0,0.1880566204511278,0.12041205657615878,0.0,1.0
73,1403637136638319104,0.0316416621208192,1.156031812,0.0,-0.5414547258718854,0.16722761263157893,0.0,-0.5414547258718854,0.16722761263157893,0.0,0.16722761263157893,0.10593330797428151,0.0,1.0
74,1403637136688318976,0.029225468635559193,1.273330922,0.0,-0.5442480131380819,0.2025055404511278,0.0,-0.5442480131380819,0.2025055404511278,0.0,0.2025055404511278,0.13063448933942906,0.0,1.0
75,1403637136738319104,0.026524364948272816,1.465340851,0.0,-0.5473706763603783,0.260252887518797,0.0,-0.5473706763603783,0.260252887518797,0.0,0.260252887518797,0.17299729337079614,0.0,1.0
76,1403637136788318976,0.028910040855407604,1.524487597,0.0,-0.5446126695313207,0.278041382556391,0.0,-0.5446126695313207,0.278041382556391,0.0,0.278041382556391,0.18654730447901455,0.0,1.0
77,1403637136838319104,0.029298901557922363,1.596969956,0.0,-0.5441631195862169,0.29984058827067667,0.0,-0.5441631195862169,0.29984058827067667,0.0,0.29984058827067667,0.20348445499954293,0.004355568749428648,1.431201306193436
78,1403637136888318976,0.030660808086395153,1.536720573,0.0,-0.5425886611717975,0.28172047308270676,0.0,-0.5425886611717975,0.28172047308270676,0.0,0.28172047308270676,0.18937998153087543,0.0,1.0
79,1403637136938319104,0.03621184825897217,1.891640702,0.0,-0.5361712736890495,0.3884633690225564,0.0,-0.5361712736890495,0.3884633690225564,0.0,0.3884633690225564,0.2762718865063994,0.09533985813299922,10.438645955166923
80,1403637136988318976,0.04347127676010121,1.928996892,0.0,-0.5277788707975709,0.3996983133834587,0.0,-0.5277788707975709,0.3996983133834587,0.0,0.3996983133834587,0.2859686308960611,0.10746078862007638,11.638618073387562
81,1403637137038319104,0.06154811382293701,1.663986842,0.0,-0.506880793268281,0.31999604270676685,0.0,-0.506880793268281,0.31999604270676685,0.0,0.31999604270676685,0.21947640276598882,0.024345503457486005,3.4102048422911144
82,1403637137088318976,0.06908655166625977,1.561665652,0.0,-0.49816583622397714,0.289222752481203,0.0,-0.49816583622397714,0.289222752481203,0.0,0.289222752481203,0.19518867690618877,0.0,1.0
83,1403637137138319104,0.07814157009124756,1.599285157,0.0,-0.48769760683092767,0.30053688932330824,0.0,-0.48769760683092767,0.30053688932330824,0.0,0.30053688932330824,0.20403156288714766,0.005039453608934562,1.4989059072845217
84,1403637137188318976,0.09256553649902344,1.625662374,0.0,-0.47102250115719835,0.3084698869172932,0.0,-0.47102250115719835,0.3084698869172932,0.0,0.3084698869172932,0.21029176284480297,0.0128647035560037,2.273605652044366
85,1403637137238319104,0.09545445442199718,1.633140297,0.0,-0.46768271165087033,0.3107188863157895,0.0,-0.46768271165087033,0.3107188863157895,0.0,0.3107188863157895,0.21207557930583318,0.015094474132291459,2.4943529390968546
86,1403637137288318976,0.09785926342010498,1.545048608,0.0,-0.4649025856414971,0.2842251452631579,0.0,-0.4649025856414971,0.2842251452631579,0.0,0.2842251452631579,0.19131439869867087,0.0,1.0
87,1403637137338319104,0.10983705520629883,1.626994853,0.0,-0.451055427507169,0.30887063248120306,0.0,-0.451055427507169,0.30887063248120306,0.0,0.30887063248120306,0.2106093245459381,0.013261655682422595,2.312903912559837
88,1403637137388318976,0.11075091361999512,1.701044132,0.0,-0.4499989437919132,0.3311410923308271,0.0,-0.4499989437919132,0.3311410923308271,0.0,0.3311410923308271,0.22845859797529386,0.03557324746911731,4.521751499442614
89,1403637137438319104,0.11237716674804688,1.659589078,0.0,-0.44811888237220016,0.31867340691729323,0.0,-0.44811888237220016,0.31867340691729323,0.0,0.31867340691729323,0.21841707290782142,0.02302134113477676,3.2791127723428994
90,1403637137488318976,0.11171340942382812,1.523322849,0.0,-0.4488862318799675,0.27769108240601503,0.0,-0.4488862318799675,0.27769108240601503,0.0,0.27769108240601503,0.1862781375496321,0.0,1.0
91,1403637137538319104,0.11749732494354248,1.332203349,0.0,-0.4421996243427255,0.2202115335338346,0.0,-0.4421996243427255,0.2202115335338346,0.0,0.2202115335338346,0.14336434303286624,0.0,1.0
92,1403637137588318976,0.12646996974945068,1.453256954,0.0,-0.431826624567109,0.2566186327819549,0.0,-0.431826624567109,0.2566186327819549,0.0,0.2566186327819549,0.17025850527548334,0.0,1.0
93,1403637137638319104,0.04294455051422119,1.544605749,0.0,-0.5283878028737328,0.2840919545864662,0.0,-0.5283878028737328,0.2840919545864662,0.0,0.2840919545864662,0.19121141039173406,0.0,1.0
94,1403637137688318976,0.032241880893707164,1.558452537,0.0,-0.5407608313367547,0.28825640210526315,0.0,-0.5407608313367547,0.28825640210526315,0.0,0.28825640210526315,0.19443802559991105,0.0,1.0
95,1403637137738319104,0.025012075901031605,1.552495171,0.0,-0.5491189873976513,0.2864647130827067,0.0,-0.5491189873976513,0.2864647130827067,0.0,0.2864647130827067,0.19304817730656174,0.0,1.0
96,1403637137788318976,0.02936100959777843,1.336596521,0.0,-0.5440913183840712,0.22153278827067666,0.0,-0.5440913183840712,0.22153278827067666,0.0,0.22153278827067666,0.14432333672884656,0.0,1.0
97,1403637137838319104,0.02899426221847523,1.415047213,0.0,-0.5445153037936703,0.24512698135338346,0.0,-0.5445153037936703,0.24512698135338346,0.0,0.24512698135338346,0.1616635600681717,0.0,1.0
98,1403637137888318976,0.0264831781387328,1.246206441,0.0,-0.547418291169095,0.19434780180451128,0.0,-0.547418291169095,0.19434780180451128,0.0,0.19434780180451128,0.12484484077180355,0.0,1.0
99,1403637137938319104,0.028724372386932373,1.368041531,0.0,-0.5448273151596158,0.23098993413533836,0.0,-0.5448273151596158,0.23098993413533836,0.0,0.23098993413533836,0.15122464408151834,0.0,1.0
100,1403637137988318976,0.029802918434143177,1.321932498,0.0,-0.5435804411165975,0.21712255578947368,0.0,-0.5435804411165975,0.21712255578947368,0.0,0.21712255578947368,0.1411272376358695,0.0,1.0
101,1403637138038319104,0.030504584312438965,1.237937566,0.0,-0.542769266690822,0.19186092210526318,0.0,-0.542769266690822,0.19186092210526318,0.0,0.19186092210526318,0.12308924449715222,0.0,1.0
102,1403637138088318976,0.027618765830993652,1.564593539,0.0,-0.546105473027753,0.29010332,0.0,-0.546105473027753,0.29010332,0.0,0.29010332,0.1958733248950257,0.0,1.0
103,1403637138138319104,0.023715078830718994,1.277090966,0.0,-0.5506184059760474,0.2036363807518797,0.0,-0.5506184059760474,0.2036363807518797,0.0,0.2036363807518797,0.13144079461419333,0.0,1.0
104,1403637138188318976,0.026146650314331055,1.718896441,0.0,-0.5478073406770739,0.3365102078195488,0.0,-0.5478073406770739,0.3365102078195488,0.0,0.3365102078195488,0.2328216210292574,0.04102702628657175,5.061675602370603
105,1403637138238319104,0.0272444486618042,1.823598771,0.0,-0.5465382096395327,0.36799963037593975,0.0,-0.5465382096395327,0.36799963037593975,0.0,0.36799963037593975,0.2588873941153942,0.07360924264424272,8.287315021780028
106,1403637138288318976,0.031393051147460826,2.098275047,0.0,-0.5417421374017793,0.45060903669172925,0.0,-0.5417421374017793,0.45060903669172925,0.0,0.45060903669172925,0.3313005041719126,0.1641256302148907,17.24843739127418
107,1403637138338319104,0.040033817291259766,2.331926881,0.0,-0.5317528123800466,0.5208802649624059,0.0,-0.5317528123800466,0.5208802649624059,0.0,0.5208802649624059,0.3977862771104903,0.24723284638811285,25.476051792423174
108,1403637138388318976,0.05894178152084362,2.185033954,0.0,-0.5098938941955565,0.4767019410526316,0.0,-0.5098938941955565,0.4767019410526316,0.0,0.4767019410526316,0.35544417857275956,0.19430522321594942,20.236217098378994
109,1403637138438319104,0.0695177912712096,1.917526033,0.0,-0.4976672933280814,0.3962484309774436,0.0,-0.4976672933280814,0.3962484309774436,0.0,0.3962484309774436,0.2829794806190571,0.10372435077382135,11.268710726608314
110,1403637138488318976,0.08073437213897705,1.654305478,0.0,-0.4847001478162115,0.31708435428571424,0.0,-0.4847001478162115,0.31708435428571424,0.0,0.31708435428571424,0.21714621506318732,0.021432768828984136,3.1218441140694293
111,1403637138538319104,0.09649157524108876,1.20876781,0.0,-0.4664837280449841,0.18308806315789478,0.0,-0.4664837280449841,0.18308806315789478,0.0,0.18308806315789478,0.11693085320363518,0.0,1.0
112,1403637138588318976,0.10158348083496094,1.401024139,0.0,-0.46059713198270413,0.2409095154887218,0.0,-0.46059713198270413,0.2409095154887218,0.0,0.2409095154887218,0.15853388691059112,0.0,1.0
113,1403637138638319104,0.1045600175857544,1.310306398,0.0,-0.45715604903380996,0.21362598436090227,0.0,-0.45715604903380996,0.21362598436090227,0.0,0.21362598436090227,0.1386032682347787,0.0,1.0
114,1403637138688318976,0.1169164776802063,1.427517115,0.0,-0.44287112406912565,0.24887732781954883,0.0,-0.44287112406912565,0.24887732781954883,0.0,0.24887732781954883,0.16445770494607057,0.0,1.0
115,1403637138738319104,0.11754822731018066,1.341487349,0.0,-0.4421407776760917,0.22300371398496244,0.0,-0.4421407776760917,0.22300371398496244,0.0,0.22300371398496244,0.14539245624419103,0.0,1.0
116,1403637138788318976,0.11970454454421997,1.160534354,0.0,-0.43964792538240466,0.16858176060150373,0.0,-0.43964792538240466,0.16858176060150373,0.0,0.16858176060150373,0.10686547092521326,0.0,1.0
117,1403637138838319104,0.07724881172180176,1.528536911,0.0,-0.48872969743144307,0.27925922135338344,0.0,-0.48872969743144307,0.27925922135338344,0.0,0.27925922135338344,0.18748381297890013,0.0,1.0
118,1403637138888318976,0.06680613756179798,1.321598106,0.0,-0.500802153107748,0.21702198676691728,0.0,-0.500802153107748,0.21702198676691728,0.0,0.21702198676691728,0.1410545194356245,0.0,1.0
119,1403637138938319104,0.057109057903289795,1.347727108,0.0,-0.5120126498227864,0.22488033323308268,0.0,-0.5120126498227864,0.22488033323308268,0.0,0.22488033323308268,0.14675873280565782,0.0,1.0
120,1403637138988318976,0.05874133110046398,1.466440915,0.0,-0.5101256287855908,0.26058373383458644,0.0,-0.5101256287855908,0.26058373383458644,0.0,0.26058373383458644,0.17324711506130655,0.0,1.0
121,1403637139038319104,0.05244159698486317,1.180710609,0.0,-0.5174085583990021,0.17464980721804507,0.0,-0.5174085583990021,0.17464980721804507,0.0,0.17464980721804507,0.11105810505638057,0.0,1.0
122,1403637139088318976,0.045924484729766846,1.121900064,0.0,-0.5249427922199227,0.15696242526315793,0.0,-0.5249427922199227,0.15696242526315793,0.0,0.15696242526315793,0.09890790301958353,0.0,1.0
123,1403637139138319104,0.030786752700805553,1.215758537,0.0,-0.5424430604614965,0.185190537443609,0.0,-0.5424430604614965,0.185190537443609,0.0,0.185190537443609,0.11840183418476355,0.0,1.0
124,1403637139188318976,0.02980095148086559,1.058508764,0.0,-0.5435827150510224,0.13789737263157892,0.0,-0.5435827150510224,0.13789737263157892,0.0,0.13789737263157892,0.08604976212912045,0.0,1.0
125,1403637139238319104,0.02862006425857544,1.163295102,0.0,-0.5449479025912423,0.1694120607518797,0.0,-0.5449479025912423,0.1694120607518797,0.0,0.1694120607518797,0.10743765419807828,0.0,1.0
126,1403637139288318976,0.029181480407714844,1.173346972,0.0,-0.5442988665806765,0.1724351795488722,0.0,-0.5442988665806765,0.1724351795488722,0.0,0.1724351795488722,0.10952498925313567,0.0,1.0
127,1403637139338319104,0.029721736907958984,1.116899578,0.0,-0.543674292591955,0.1554585196992481,0.0,-0.543674292591955,0.1554585196992481,0.0,0.1554585196992481,0.09788468646977574,0.0,1.0
128,1403637139388318976,0.02925795316696156,1.049233937,0.0,-0.5442104587665184,0.13510795097744357,0.0,-0.5442104587665184,0.13510795097744357,0.0,0.13510795097744357,0.08418895113076812,0.0,1.0
129,1403637139438319104,0.03523135185241699,1.087892364,0.0,-0.5373047955463387,0.14673454556390977,0.0,-0.5373047955463387,0.14673454556390977,0.0,0.14673454556390977,0.09197938954068431,0.0,1.0
130,1403637139488318976,0.03461742401123036,1.318531473,0.0,-0.5380145387153407,0.21609969112781954,0.0,-0.5380145387153407,0.21609969112781954,0.0,0.21609969112781954,0.14038797830990687,0.0,1.0
131,1403637139538319104,0.03538072109222401,1.194046253,0.0,-0.5371321143442497,0.17866052721804512,0.0,-0.5371321143442497,0.17866052721804512,0.0,0.17866052721804512,0.11384325513236,0.0,1.0
132,1403637139588318976,0.03537917137145996,1.151653297,0.0,-0.537133905928948,0.16591076601503757,0.0,-0.537133905928948,0.16591076601503757,0.0,0.16591076601503757,0.10502803218424918,0.0,1.0
