Satir_No,Timestamp [ns],static_inv_entropy,static_pose_chi2_error,static_culled_keyframes,norm_static_inv_entropy,norm_static_pose_chi2_error,norm_static_culled_keyframes,scaled_norm_static_inv_entropy,scaled_norm_static_pose_chi2_error,scaled_norm_static_culled_keyframes,combined_value,theta_p_raw,theta_p,sigma_p
26,1403636860901666560,0.036057353019714355,1.338379982,0.0,-0.5363498809020644,0.222069167518797,0.0,-0.5363498809020644,0.222069167518797,0.0,0.222069167518797,0.1447130134980651,0.0,1.0
27,1403636860951666432,0.03616434335708618,1.289264557,0.0,-0.5362261926507674,0.20729761112781958,0.0,-0.5362261926507674,0.20729761112781958,0.0,0.20729761112781958,0.13405756782306408,0.0,1.0
28,1403636861001666560,0.03460979461669922,1.134238484,0.0,-0.5380233588246252,0.16067322827067668,0.0,-0.5380233588246252,0.16067322827067668,0.0,0.16067322827067668,0.1014392253923654,0.0,1.0
29,1403636861051666432,0.034693121910095215,1.346189776,0.0,-0.5379270266935315,0.22441797774436087,0.0,-0.5379270266935315,0.22441797774436087,0.0,0.22441797774436087,0.1464218758551289,0.0,1.0
30,1403636861101666560,0.036776185035705566,1.287113894,0.0,-0.5355188612303982,0.20665079518796992,0.0,-0.5355188612303982,0.20665079518796992,0.0,0.20665079518796992,0.13359457519236298,0.0,1.0
31,1403636861151666432,0.03801357746124279,1.547650598,0.0,-0.5340883497557887,0.2850076986466165,0.0,-0.5340883497557887,0.2850076986466165,0.0,0.2850076986466165,0.1919197771092994,0.0,1.0
32,1403636861201666560,0.04160892963409424,1.421237182,0.0,-0.5299318732553824,0.24698862616541353,0.0,-0.5299318732553824,0.24698862616541353,0.0,0.24698862616541353,0.16304924353815461,0.0,1.0
33,1403636861251666432,0.047685563564300426,1.612562584,0.0,-0.5229068629314446,0.30453010045112777,0.0,-0.5229068629314446,0.30453010045112777,0.0,0.30453010045112777,0.2071765349461356,0.008970668682669498,1.8880961995842802
34,1403636861301666560,0.0554577112197876,1.410907705,0.0,-0.5139217211331936,0.24388201654135339,0.0,-0.5139217211331936,0.24388201654135339,0.0,0.24388201654135339,0.16073833016186806,0.0,1.0
35,1403636861351666432,0.061996400356292836,1.162715771,0.0,-0.5063625429407019,0.16923782586466166,0.0,-0.5063625429407019,0.16923782586466166,0.0,0.16923782586466166,0.10731754462857362,0.0,1.0
36,1403636861401666560,0.0678132176399232,1.246685697,0.0,-0.49963789868216973,0.1944919389473684,0.0,-0.49963789868216973,0.1944919389473684,0.0,0.1944919389473684,0.12494672735283432,0.0,1.0
37,1403636861451666432,0.07300460338592518,1.060964281,0.0,-0.4936362966636703,0.13863587398496238,0.0,-0.4936362966636703,0.13863587398496238,0.0,0.13863587398496238,0.08654328279098028,0.0,1.0
38,1403636861501666560,0.08575558662414562,1.187933654,0.0,-0.4788952755790224,0.17682215157894737,0.0,-0.4788952755790224,0.17682215157894737,0.0,0.17682215157894737,0.11256525175009144,0.0,1.0
39,1403636861551666432,0.08673202991485596,1.180252756,0.0,-0.4777664394047908,0.17451210706766918,0.0,-0.4777664394047908,0.17451210706766918,0.0,0.17451210706766918,0.11096268062869244,0.0,1.0
40,1403636861601666560,0.08530580997467041,1.102472847,0.0,-0.47941524858419604,0.1511196532330827,0.0,-0.47941524858419604,0.1511196532330827,0.0,0.1511196532330827,0.09494124887761142,0.0,1.0
41,1403636861651666432,0.08375144004821777,1.083086366,0.0,-0.4812122080367425,0.14528913263157897,0.0,-0.4812122080367425,0.14528913263157897,0.0,0.14528913263157897,0.09100594836482,0.0,1.0
42,1403636861701666560,0.08213019371032715,1.046581959,0.0,-0.4830864812597374,0.13431036360902257,0.0,-0.4830864812597374,0.13431036360902257,0.0,0.13431036360902257,0.08365783764952876,0.0,1.0
43,1403636861751666432,0.07994234561920155,1.117394478,0.0,-0.4856157854113277,0.1556073618045113,0.0,-0.4856157854113277,0.1556073618045113,0.0,0.1556073618045113,0.09798588600203637,0.0,1.0
44,1403636861801666560,0.05748105049133301,1.035770071,0.0,-0.5115826005880544,0.1310586679699248,0.0,-0.5115826005880544,0.1310586679699248,0.0,0.1310586679699248,0.08149691194427983,0.0,1.0
45,1403636861851666432,0.05092597007751465,1.033368289,0.0,-0.5191607282340871,0.13033632751879698,0.0,-0.5191607282340871,0.13033632751879698,0.0,0.13033632751879698,0.08101783116169999,0.0,1.0
46,1403636861901666560,0.04540199041366577,1.154871833,0.0,-0.5255468318917159,0.1668787467669173,0.0,-0.5255468318917159,0.1668787467669173,0.0,0.1668787467669173,0.10569336150914284,0.0,1.0
47,1403636861951666432,0.04098331928253163,1.419200454,0.0,-0.5306551222167264,0.24637607639097744,0.0,-0.5306551222167264,0.24637607639097744,0.0,0.24637607639097744,0.16259301780503374,0.0,1.0
48,1403636862001666560,0.03764998912811279,1.457556942,0.0,-0.534508683088887,0.2579118622556391,0.0,-0.534508683088887,0.2579118622556391,0.0,0.2579118622556391,0.1712319473292807,0.0,1.0
49,1403636862051666432,0.03690612316131603,1.46749719,0.0,-0.5353686437441433,0.26090141052631577,0.0,-0.5353686437441433,0.26090141052631577,0.0,0.26090141052631577,0.17348707017862863,0.0,1.0
50,1403636862101666560,0.038062095642089844,1.322854445,0.0,-0.5340322593733066,0.21739983308270674,0.0,-0.5340322593733066,0.21739983308270674,0.0,0.21739983308270674,0.1413277657399883,0.0,1.0
51,1403636862151666432,0.037697434425354004,1.267148083,2.0,-0.5344538330342729,0.20064603999999997,0.6666666666666666,-0.5344538330342729,0.20064603999999997,0.6666666666666666,0.6666666666666666,0.5515591362009592,0.43944892025119897,44.5054431048687
52,1403636862201666560,0.03595286607742321,1.279543865,2.0,-0.5364706750550021,0.2043740947368421,0.6666666666666666,-0.5364706750550021,0.2043740947368421,0.6666666666666666,0.6666666666666666,0.5515591362009592,0.43944892025119897,44.5054431048687
53,1403636862251666432,0.035431861877441406,1.242035292,2.0,-0.5370729920492007,0.19309332090225562,0.6666666666666666,-0.5370729920492007,0.19309332090225562,0.6666666666666666,0.6666666666666666,0.5515591362009592,0.43944892025119897,44.5054431048687
54,1403636862301666560,0.03669166564941395,1.26777668,2.0,-0.5356165715035677,0.20083509172932335,0.6666666666666666,-0.5356165715035677,0.20083509172932335,0.6666666666666666,0.6666666666666666,0.5515591362009592,0.43944892025119897,44.5054431048687
55,1403636862351666432,0.03679656982421875,1.250917599,0.0,-0.5354952950009032,0.19576469142857145,0.0,-0.5354952950009032,0.19576469142857145,0.0,0.19576469142857145,0.12584703872299186,0.0,1.0
56,1403636862401666560,0.03663599491119385,1.199067512,0.0,-0.5356809307385042,0.1801706803007519,0.0,-0.5356809307385042,0.1801706803007519,0.0,0.1801706803007519,0.11489484362293505,0.0,1.0
57,1403636862451666432,0.03565585613250721,1.186093632,0.0,-0.5368140391531708,0.1762687615037594,0.0,-0.5368140391531708,0.1762687615037594,0.0,0.1762687615037594,0.11218100545223972,0.0,1.0
58,1403636862501666560,0.034859955310821644,1.214084183,0.0,-0.5377341557100328,0.18468697233082706,0.0,-0.5377341557100328,0.18468697233082706,0.0,0.18468697233082706,0.11804923677107675,0.0,1.0
59,1403636862551666432,0.03459668159484863,1.433805094,0.0,-0.5380385183874582,0.2507684493233083,0.0,-0.5380385183874582,0.2507684493233083,0.0,0.2507684493233083,0.16587063870701568,0.0,1.0
60,1403636862601666560,0.036878466606140026,1.538308041,0.0,-0.5354006166403006,0.2821979070676692,0.0,-0.5354006166403006,0.2821979070676692,0.0,0.2821979070676692,0.18974834135519802,0.0,1.0
61,1403636862651666432,0.03921651840209961,1.148609459,0.0,-0.5326976665871681,0.16499532601503758,0.0,-0.5326976665871681,0.16499532601503758,0.0,0.16499532601503758,0.10439940834353484,0.0,1.0
62,1403636862701666560,0.04335188865661621,1.178960848,0.0,-0.5279168917264553,0.17412356330827067,0.0,-0.5279168917264553,0.17412356330827067,0.0,0.17412356330827067,0.1106934956524964,0.0,1.0
63,1403636862751666432,0.049082040786743164,1.183732538,0.0,-0.5212924383968287,0.17555865804511275,0.0,-0.5212924383968287,0.17555865804511275,0.0,0.17555865804511275,0.1116882566319002,0.0,1.0
64,1403636862801666560,0.05472463369369518,1.165191938,0.0,-0.5147692096026646,0.1699825377443609,0.0,-0.5147692096026646,0.1699825377443609,0.0,0.1699825377443609,0.1078310614335723,0.0,1.0
65,1403636862851666432,0.05890512466430664,1.144062937,0.0,-0.5099362720643854,0.1636279509774436,0.0,-0.5099362720643854,0.1636279509774436,0.0,0.1636279509774436,0.10346151614851234,0.0,1.0
66,1403636862901666560,0.06244850158691395,1.136214424,0.0,-0.505839882558481,0.16126749593984963,0.0,-0.505839882558481,0.16126749593984963,0.0,0.16126749593984963,0.10184547808497073,0.0,1.0
67,1403636862951666432,0.06567585468292236,1.242594334,0.0,-0.5021088385168527,0.19326145383458648,0.0,-0.5021088385168527,0.19326145383458648,0.0,0.19326145383458648,0.12407740354583517,0.0,1.0
68,1403636863001666560,0.07447934150695801,1.186498798,0.0,-0.49193139710178263,0.1763906159398496,0.0,-0.49193139710178263,0.1763906159398496,0.0,0.1763906159398496,0.11226559680264327,0.0,1.0
69,1403636863051666432,0.07650113105773915,1.063811922,0.0,-0.48959406814134204,0.13949230736842105,0.0,-0.48959406814134204,0.13949230736842105,0.0,0.13949230736842105,0.0871160708700405,0.0,1.0
70,1403636863101666560,0.0778619647026062,0.971425045,0.0,-0.4880208500547905,0.11170678045112784,0.0,-0.4880208500547905,0.11170678045112784,0.0,0.11170678045112784,0.06878088153531357,0.0,1.0
71,1403636863151666432,0.08381521701812744,1.147907526,0.0,-0.4811384774356908,0.16478421834586465,0.0,-0.4811384774356908,0.16478421834586465,0.0,0.16478421834586465,0.10425452437527274,0.0,1.0
72,1403636863201666560,0.08347737789154042,1.190120128,0.0,-0.4815290428999533,0.1774797377443609,0.0,-0.4815290428999533,0.1774797377443609,0.0,0.1774797377443609,0.11302212313306587,0.0,1.0
73,1403636863251666432,0.08270442485809315,1.15330005,0.0,-0.4824226302218576,0.16640603007518795,0.0,-0.4824226302218576,0.16640603007518795,0.0,0.16640603007518795,0.1053683652110572,0.0,1.0
74,1403636863301666560,0.07325941324233998,1.092389848,0.0,-0.4933417187949827,0.14808717233082708,0.0,-0.4933417187949827,0.14808717233082708,0.0,0.14808717233082708,0.09289161740924756,0.0,1.0
75,1403636863351666432,0.0698862075805664,1.053259992,0.0,-0.4972413785195764,0.1363187945864662,0.0,-0.4972413785195764,0.1363187945864662,0.0,0.1363187945864662,0.08499606210427836,0.0,1.0
76,1403636863401666560,0.06771719455719005,1.229771911,0.0,-0.4997489080263699,0.1894050860150376,0.0,-0.4997489080263699,0.1894050860150376,0.0,0.1894050860150376,0.1213598425208784,0.0,1.0
77,1403636863451666432,0.053343474864959606,1.089318476,0.0,-0.5163659250116074,0.14716345142857146,0.0,-0.5163659250116074,0.14716345142857146,0.0,0.14716345142857146,0.09226851526238564,0.0,1.0
78,1403636863501666560,0.04801476001739502,1.067567983,0.0,-0.5225262889972312,0.1406219497744361,0.0,-0.5225262889972312,0.1406219497744361,0.0,0.1406219497744361,0.08787233351809016,0.0,1.0
79,1403636863551666432,0.043114781379699596,1.164415907,0.0,-0.5281910041853184,0.169749144962406,0.0,-0.5281910041853184,0.169749144962406,0.0,0.169749144962406,0.10767008406572252,0.0,1.0
80,1403636863601666560,0.03932231664657604,1.217436133,0.0,-0.5325753564779467,0.185695077593985,0.0,-0.5325753564779467,0.185695077593985,0.0,0.185695077593985,0.11875529243862934,0.0,1.0
81,1403636863651666432,0.03801959753036499,1.29626035,0.0,-0.5340813901383064,0.20940160902255642,0.0,-0.5340813901383064,0.20940160902255642,0.0,0.20940160902255642,0.1355656884145044,0.0,1.0
82,1403636863701666560,0.04009813070297241,1.24269383,0.0,-0.5316784616150608,0.19329137744360905,0.0,-0.5316784616150608,0.19329137744360905,0.0,0.19329137744360905,0.12409853154909549,0.0,1.0
83,1403636863751666432,0.028781473636627197,1.195710483,0.0,-0.5447613021541882,0.179161047518797,0.0,-0.5447613021541882,0.179161047518797,0.0,0.179161047518797,0.11419161432216089,0.0,1.0
84,1403636863801666560,0.02822989225387562,1.051893823,0.0,-0.5453989684926294,0.1359079166917293,0.0,-0.5453989684926294,0.1359079166917293,0.0,0.1359079166917293,0.084722074028792,0.0,1.0
85,1403636863851666432,0.028428137302398793,1.28212626,0.0,-0.5451697834654349,0.20515075488721807,0.0,-0.5451697834654349,0.20515075488721807,0.0,0.20515075488721807,0.13252199408976945,0.0,1.0
86,1403636863901666560,0.02958202362060558,1.211329874,0.0,-0.5438358108432305,0.1838586087218045,0.0,-0.5438358108432305,0.1838586087218045,0.0,0.1838586087218045,0.117469600861785,0.0,1.0
87,1403636863951666432,0.028888344764709584,1.080434734,0.0,-0.5446377517170987,0.14449164932330827,0.0,-0.5446377517170987,0.14449164932330827,0.0,0.14449164932330827,0.09046946987526783,0.0,1.0
88,1403636864001666560,0.027328789234161377,1.004368383,0.0,-0.5464407060876747,0.12161455127819551,0.0,-0.5464407060876747,0.12161455127819551,0.0,0.12161455127819551,0.07526048479207499,0.0,1.0
89,1403636864051666432,0.02674144506454479,1.269265645,0.0,-0.5471197166883875,0.20128290075187968,0.0,-0.5471197166883875,0.20128290075187968,0.0,0.20128290075187968,0.12976375500646503,0.0,1.0
90,1403636864101666560,0.02815258502960205,1.322180957,0.0,-0.5454883410062404,0.2171972803007519,0.0,-0.5454883410062404,0.2171972803007519,0.0,0.2171972803007519,0.14118127324359317,0.0,1.0
91,1403636864151666432,0.0293673276901244,1.327357059,0.0,-0.5440840142310701,0.21875400270676687,0.0,-0.5440840142310701,0.21875400270676687,0.0,0.21875400270676687,0.1423079061741645,0.0,1.0
92,1403636864201666560,0.03997391462326039,1.269006943,0.0,-0.5318220640193522,0.20120509563909772,0.0,-0.5318220640193522,0.20120509563909772,0.0,0.20120509563909772,0.12970838011381,0.0,1.0
93,1403636864251666432,0.0438671112060548,1.28104861,0.0,-0.527321258721324,0.20482664962406016,0.0,-0.527321258721324,0.20482664962406016,0.0,0.20482664962406016,0.1322904588231951,0.0,1.0
94,1403636864301666560,0.04713451862335205,1.246003543,0.0,-0.5235439091059514,0.19428677984962406,0.0,-0.5235439091059514,0.19428677984962406,0.0,0.19428677984962406,0.12480171045517167,0.0,1.0
95,1403636864351666432,0.05082416534423839,1.098785155,0.0,-0.5192784215673545,0.15001057293233086,0.0,-0.5192784215673545,0.15001057293233086,0.0,0.15001057293233086,0.0941909086783477,0.0,1.0
96,1403636864401666560,0.0547257661819458,1.079935398,0.0,-0.5147679003676927,0.14434147308270676,0.0,-0.5147679003676927,0.14434147308270676,0.0,0.14434147308270676,0.09036849201886461,0.0,1.0
97,1403636864451666432,0.05804908275604237,1.349836781,0.0,-0.5109259158889684,0.22551482135338347,0.0,-0.5109259158889684,0.22551482135338347,0.0,0.22551482135338347,0.14722125350140056,0.0,1.0
98,1403636864501666560,0.06242167949676525,1.582510024,0.0,-0.5058708907551847,0.2954917365413534,0.0,-0.5058708907551847,0.2954917365413534,0.0,0.2954917365413534,0.2000760176336406,9.502204205074499e-05,1.0094071821630237
99,1403636864551666432,0.06626510620117199,1.444666884,0.0,-0.5014276228888185,0.2540351530827068,0.0,-0.5014276228888185,0.2540351530827068,0.0,0.2540351530827068,0.16831762906250497,0.0,1.0
100,1403636864601666560,0.07106959819793701,1.225490268,0.0,-0.4958732968809977,0.18811737383458643,0.0,-0.4958732968809977,0.18811737383458643,0.0,0.18811737383458643,0.1204547303663169,0.0,1.0
101,1403636864651666432,0.08325159549713124,1.202182335,0.0,-0.4817900630090968,0.18110746917293233,0.0,-0.4817900630090968,0.18110746917293233,0.0,0.18110746917293233,0.11554797101024565,0.0,1.0
102,1403636864701666560,0.08390128612518322,1.19023532,0.0,-0.4810389755778229,0.17751438195488722,0.0,-0.4810389755778229,0.17751438195488722,0.0,0.17751438195488722,0.11304620123592904,0.0,1.0
103,1403636864751666432,0.08300822973251343,1.292054338,0.0,-0.48207141071385734,0.2081366430075188,0.0,-0.48207141071385734,0.2081366430075188,0.0,0.2081366430075188,0.13465859551192502,0.0,1.0
104,1403636864801666560,0.08207035064697277,1.159080325,0.0,-0.483155663991939,0.1681444586466165,0.0,-0.483155663991939,0.1681444586466165,0.0,0.1681444586466165,0.10656430474933301,0.0,1.0
105,1403636864851666432,0.08077692985534679,1.013587966,0.0,-0.48465094814410775,0.12438735819548873,0.0,-0.48465094814410775,0.12438735819548873,0.0,0.12438735819548873,0.07708540553060433,0.0,1.0
106,1403636864901666560,0.07899510860443115,1.158121225,0.0,-0.48671085710470385,0.16785600751879698,0.0,-0.48671085710470385,0.16785600751879698,0.0,0.16785600751879698,0.10636572295992917,0.0,1.0
107,1403636864951666432,0.057901740074157604,1.145594357,0.0,-0.5110962542495288,0.16408852842105262,0.0,-0.5110962542495288,0.16408852842105262,0.0,0.16408852842105262,0.10377728624573176,0.0,1.0
108,1403636865001666560,0.052448272705078014,1.39599991,0.0,-0.517400840803378,0.23939846917293234,0.0,-0.517400840803378,0.23939846917293234,0.0,0.23939846917293234,0.1574157860698779,0.0,1.0
109,1403636865051666432,0.048381805419921986,1.163227144,0.0,-0.5221019590521133,0.16939162225563908,0.0,-0.5221019590521133,0.16939162225563908,0.0,0.16939162225563908,0.10742356374924561,0.0,1.0
110,1403636865101666560,0.045049190521240234,1.048214208,0.0,-0.5259546930390286,0.1348012655639098,0.0,-0.5259546930390286,0.1348012655639098,0.0,0.1348012655639098,0.08398467916567949,0.0,1.0
111,1403636865151666432,0.04292428493499756,1.193666998,0.0,-0.5284112312890201,0.1785464655639098,0.0,-0.5284112312890201,0.1785464655639098,0.0,0.1785464655639098,0.11376389328267163,0.0,1.0
112,1403636865201666560,0.041579484939575195,1.081560553,0.0,-0.5299659133646529,0.14483024150375942,0.0,-0.5299659133646529,0.14483024150375942,0.0,0.14483024150375942,0.09069719344302185,0.0,1.0
113,1403636865251666432,0.03256410360336304,1.14814431,0.0,-0.5403883195336844,0.16485543157894736,0.0,-0.5403883195336844,0.16485543157894736,0.0,0.16485543157894736,0.104303394859984,0.0,1.0
114,1403636865301666560,0.03244125843048096,1.140081831,0.0,-0.5405303370745885,0.16243062586466167,0.0,-0.5405303370745885,0.16243062586466167,0.0,0.16243062586466167,0.1026413148726108,0.0,1.0
115,1403636865351666432,0.032689571380615234,1.088771578,0.0,-0.5402432700802136,0.14699897082706767,0.0,-0.5402432700802136,0.14699897082706767,0.0,0.14699897082706767,0.09215762412265897,0.0,1.0
116,1403636865401666560,0.03265678882598877,1.014316037,0.0,-0.5402811689872963,0.12460632691729322,0.0,-0.5402811689872963,0.12460632691729322,0.0,0.12460632691729322,0.07722973532022438,0.0,1.0
117,1403636865451666432,0.032953619956970215,1.042610854,0.0,-0.5399380116104391,0.1331160463157895,0.0,-0.5399380116104391,0.1331160463157895,0.0,0.1331160463157895,0.0828633333415936,0.0,1.0
118,1403636865501666560,0.03259706497192383,0.98151133,0.0,-0.5403502139052904,0.11474024962406015,0.0,-0.5403502139052904,0.11474024962406015,0.0,0.11474024962406015,0.07075793176319346,0.0,1.0
119,1403636865551666432,0.031772494316101185,1.057290294,0.0,-0.5413034747790738,0.1375309154887218,0.0,-0.5413034747790738,0.1375309154887218,0.0,0.1375309154887218,0.08580500390737668,0.0,1.0
120,1403636865601666560,0.02946162223815918,1.205436282,0.0,-0.5439750031928796,0.18208609984962404,0.0,-0.5439750031928796,0.18208609984962404,0.0,0.18208609984962404,0.11623092418272434,0.0,1.0
121,1403636865651666432,0.029439032077789196,1.364708447,0.0,-0.5440011189852149,0.22998750285714284,0.0,-0.5440011189852149,0.22998750285714284,0.0,0.22998750285714284,0.15049002837650613,0.0,1.0
122,1403636865701666560,0.028694987297057994,1.22110552,0.0,-0.5448612863617827,0.18679865263157897,0.0,-0.5448612863617827,0.18679865263157897,0.0,0.18679865263157897,0.11952902964111357,0.0,1.0
123,1403636865751666432,0.028822481632232777,1.196346569,0.0,-0.5447138940667829,0.17935235157894733,0.0,-0.5447138940667829,0.17935235157894733,0.0,0.17935235157894733,0.1143248068882859,0.0,1.0
124,1403636865801666560,0.03054666519165039,1.17612082,0.0,-0.5427206182755487,0.17326941954887218,0.0,-0.5427206182755487,0.17326941954887218,0.0,0.17326941954887218,0.11010210832254426,0.0,1.0
125,1403636865851666432,0.03384828567504883,1.467699513,0.0,-0.5389037159826026,0.26096225954887214,0.0,-0.5389037159826026,0.26096225954887214,0.0,0.26096225954887214,0.1735330408096585,0.0,1.0
126,1403636865901666560,0.039842844009399414,1.401747296,0.0,-0.5319735907405787,0.24112700631578945,0.0,-0.5319735907405787,0.24112700631578945,0.0,0.24112700631578945,0.15869495868726666,0.0,1.0
127,1403636865951666432,0.04626774787902843,1.581886827,0.0,-0.5245459562092157,0.2953043088721804,0.0,-0.5245459562092157,0.2953043088721804,0.0,0.2953043088721804,0.19992945304987478,0.0,1.0
128,1403636866001666560,0.059608638286590576,1.699208646,0.0,-0.5091229615183924,0.3305890664661654,0.0,-0.5091229615183924,0.3305890664661654,0.0,0.3305890664661654,0.2280113401856765,0.03501417523209562,4.466403347977467
129,1403636866051666432,0.06537038087844838,1.740885319,0.0,-0.5024619874237591,0.34312340421052634,0.0,-0.5024619874237591,0.34312340421052634,0.0,0.34312340421052634,0.23822789907659547,0.04778487384574433,5.730702510728689
130,1403636866101666560,0.07358151674270641,1.525734604,0.0,-0.49296934480611976,0.27841642225563906,0.0,-0.49296934480611976,0.27841642225563906,0.0,0.27841642225563906,0.18683558554813928,0.0,1.0
131,1403636866151666432,0.08922547101974476,1.389525765,0.0,-0.474883848532087,0.23745135789473681,0.0,-0.474883848532087,0.23745135789473681,0.0,0.23745135789473681,0.15597750730666865,0.0,1.0
132,1403636866201666560,0.09196102619171143,1.177535318,0.0,-0.4717213570038018,0.17369483248120304,0.0,-0.4717213570038018,0.17369483248120304,0.0,0.17369483248120304,0.11039659023448475,0.0,1.0
133,1403636866251666432,0.09356200695037842,1.20406835,0.0,-0.4698705121960943,0.1816746917293233,0.0,-0.4698705121960943,0.1816746917293233,0.0,0.1816746917293233,0.1159437349736907,0.0,1.0
134,1403636866301666560,0.10223495960235596,1.35340125,0.0,-0.45984397733831683,0.22658684210526311,0.0,-0.45984397733831683,0.22658684210526311,0.0,0.22658684210526311,0.1480033880044511,0.0,1.0
